receptor,taxa,gene,orientation,chromosome,start,end
lpar4/5/6-like,Latimeria_chalumnae,ACTIN MICRO,+,8,38655603,38656887
lpar4/5/6-like,Latimeria_chalumnae,ACTIN MICRO,-,8,38662028,38664233
lpar4/5/6-like,Latimeria_chalumnae,ACTIN MICRO,-,8,38664609,38672810
lpar4/5/6-like,Latimeria_chalumnae,LPAR4/5/6-LIKE,+,8,38716953,38723741
lpar4/5/6-like,Latimeria_chalumnae,GPR55-LIKE,-,8,38758585,38759478
lpar4/5/6-like,Latimeria_chalumnae,GPR55,-,8,38808426,38822563
lpar4/5/6-like,Latimeria_chalumnae,IFI27L2A,-,8,38898860,38913047
lpar4/5/6-like,Latimeria_chalumnae,GPR35,-,8,38934469,38937712
lpar4/5/6-like,Latimeria_chalumnae,ST6GAL1,-,8,39182641,39237076
lpar4/5/6-like,Alosa_alosa,HTRA3B,-,24,9845956,9854308
lpar4/5/6-like,Alosa_alosa,ZANL,+,24,9856461,9889430
lpar4/5/6-like,Alosa_alosa,TRAPPC14,-,24,9889519,9903052
lpar4/5/6-like,Alosa_alosa,GAL3ST4,-,24,9903366,9913098
lpar4/5/6-like,Alosa_alosa,HER8A,-,24,9917988,9921162
lpar4/5/6-like,Alosa_alosa,LPAR4/5/6-LIKE,-,24,9922989,9927273
lpar4/5/6-like,Alosa_alosa,TM4SF21B,-,24,9929100,9931373
lpar4/5/6-like,Alosa_alosa,MBLAC1,-,24,9938346,9958424
lpar4/5/6-like,Alosa_alosa,MPDU1B,+,24,9960019,9964193
lpar4/5/6-like,Alosa_alosa,SOX19B,-,24,9969300,9972085
lpar4/5/6-like,Alosa_alosa,EIF4A1A,-,24,9977840,9984771
lpar4/5/6-like,Danio_rerio,PITRM1,+,2,51362343,51394213
lpar4/5/6-like,Danio_rerio,PFKPB,-,2,51394447,51446529
lpar4/5/6-like,Danio_rerio,SNORC,-,2,51456077,51474368
lpar4/5/6-like,Danio_rerio,GIGYF2,-,2,51477613,51529571
lpar4/5/6-like,Danio_rerio,GPR55,+,2,51535125,51540671
lpar4/5/6-like,Danio_rerio,LPAR4/5/6-LIKE,+,2,51557017,51558590
lpar4/5/6-like,Danio_rerio,ITM2CB,-,2,51558833,51581109
lpar4/5/6-like,Danio_rerio,HES6,+,2,51577633,51579162
lpar4/5/6-like,Danio_rerio,PER2,-,2,51583857,51646578
lpar4/5/6-like,Danio_rerio,UL45,-,2,51666054,51667898
lpar4/5/6-like,Danio_rerio,CLEC20A,-,2,51673116,51677197
lpar4/5/6-like,Leucoraja_erinaceus,PER2,+,14,54352348,54398488
lpar4/5/6-like,Leucoraja_erinaceus,HES6,-,14,54420315,54423826
lpar4/5/6-like,Leucoraja_erinaceus,CAB39,+,14,54470546,54543515
lpar4/5/6-like,Leucoraja_erinaceus,ITM2C,+,14,54548808,54589762
lpar4/5/6-like,Leucoraja_erinaceus,GPR55-LIKE,-,14,54602659,54608928
lpar4/5/6-like,Leucoraja_erinaceus,LPAR4/5/6-LIKE,-,14,54619978,54621338
lpar4/5/6-like,Leucoraja_erinaceus,GPR55-LIKE,-,14,54635557,54637001
lpar4/5/6-like,Leucoraja_erinaceus,GPR55-LIKE,-,14,54641716,54644241
lpar4/5/6-like,Leucoraja_erinaceus,GPR55-LIKE,-,14,54672562,54673575
lpar4/5/6-like,Leucoraja_erinaceus,GPR55-LIKE,-,14,54706323,54714121
lpar4/5/6-like,Leucoraja_erinaceus,USP47,+,14,54721130,54749304
lpar4/5/6-like,Petromyzon_marinus,SLC2A4,-,55,13117366,13130412
lpar4/5/6-like,Petromyzon_marinus,DNAI4,+,55,13144435,13164104
lpar4/5/6-like,Petromyzon_marinus,MYOSIN HEAD,-,55,13162617,13174012
lpar4/5/6-like,Petromyzon_marinus,CLDN4,+,55,13180277,13191714
lpar4/5/6-like,Petromyzon_marinus,DRC8,-,55,13195468,13207597
lpar4/5/6-like,Petromyzon_marinus,LPAR4/5/6-LIKE,+,55,13213163,13236697
lpar4/5/6-like,Petromyzon_marinus,COX20,+,55,13238306,13247784
lpar4/5/6-like,Petromyzon_marinus,NXNL2,-,55,13259257,13270799
lpar4/5/6-like,Petromyzon_marinus,MYOSIN HEAD,-,55,13273865,13286630
lpar4/5/6-like,Petromyzon_marinus,IKBIP,+,55,13288442,13294604
lpar4/5/6-like,Petromyzon_marinus,TRPC1,+,55,13296135,13324194
lpar_petromyzon,Petromyzon_marinus1,DUF6475,-,1,10944925,10961216
lpar_petromyzon,Petromyzon_marinus1,DUF6475,+,1,10967182,10980116
lpar_petromyzon,Petromyzon_marinus1,DUF6475,-,1,10979022,11005163
lpar_petromyzon,Petromyzon_marinus1,ECPAS,-,1,11009510,11144469
lpar_petromyzon,Petromyzon_marinus1,MCOLN3,+,1,11151570,11203966
lpar_petromyzon,Petromyzon_marinus1,LPAR-LIKE,+,1,11270816,11354333
lpar_petromyzon,Petromyzon_marinus1,DUF6475,+,1,11371041,11377150
lpar_petromyzon,Petromyzon_marinus1,DUF6475,+,1,11378821,11401182
lpar_petromyzon,Petromyzon_marinus1,DUF6475,-,1,11407790,11419044
lpar_petromyzon,Petromyzon_marinus1,DUF6475,-,1,11418062,11453822
lpar_petromyzon,Petromyzon_marinus1,DUF6475,-,1,11463685,11473229
lpar_petromyzon,Petromyzon_marinus2,MYOSIN HEAD,-,44,339553,346208
lpar_petromyzon,Petromyzon_marinus2,VCP,+,44,409860,485255
lpar_petromyzon,Petromyzon_marinus2,ADGRL2,-,44,682192,1032686
lpar_petromyzon,Petromyzon_marinus2,DTWD1,-,44,1075951,1087528
lpar_petromyzon,Petromyzon_marinus2,SVEP1,-,44,1090231,1140285
lpar_petromyzon,Petromyzon_marinus2,LPAR-LIKE,-,44,1145378,1155708
lpar_petromyzon,Petromyzon_marinus2,NPR1,-,44,1168880,1229747
lpar_petromyzon,Petromyzon_marinus2,MMAB,+,44,1237851,1262290
lpar_petromyzon,Petromyzon_marinus2,DUSP3,+,44,1265010,1274621
lpar_petromyzon,Petromyzon_marinus2,BMPR1B,+,44,1281896,1306670
lpar_petromyzon,Petromyzon_marinus2,NFIA,+,44,1316481,1427851
lpar_petromyzon,Petromyzon_marinus3,DUF6475,-,-,191498,197344
lpar_petromyzon,Petromyzon_marinus3,PCDH17,+,-,203795,226989
lpar_petromyzon,Petromyzon_marinus3,DUF6475,-,-,231084,239291
lpar_petromyzon,Petromyzon_marinus3,DUF6475,-,-,247106,251171
lpar_petromyzon,Petromyzon_marinus3,TISSUE FACTOR,+,-,263848,280466
lpar_petromyzon,Petromyzon_marinus3,LPAR-LIKE,-,-,289013,291201
lpar_petromyzon,Petromyzon_marinus3,DUF6475,+,-,378056,381586
lpar_petromyzon,Petromyzon_marinus3,DUF6475,+,-,431663,433346
lpar_petromyzon,Petromyzon_marinus3,DUF6475,+,-,505362,508422
lpar_petromyzon,Petromyzon_marinus3,TISSUE FACTOR,+,-,549849,569329
lpar_petromyzon,Petromyzon_marinus3,FAT1,-,-,598619,625765
lpar_petromyzon,Petromyzon_marinus4,GHSR,-,55,13117366,13130412
lpar_petromyzon,Petromyzon_marinus4,DNAI4,+,55,13144435,13164104
lpar_petromyzon,Petromyzon_marinus4,MYOSIN HEAD,-,55,13162617,13174012
lpar_petromyzon,Petromyzon_marinus4,CLDN4,+,55,13180277,13191714
lpar_petromyzon,Petromyzon_marinus4,DRC8,-,55,13195468,13207597
lpar_petromyzon,Petromyzon_marinus4,LPAR-LIKE,+,55,13213163,13236697
lpar_petromyzon,Petromyzon_marinus4,COX20,+,55,13238306,13247784
lpar_petromyzon,Petromyzon_marinus4,NXNL2,-,55,13259257,13270799
lpar_petromyzon,Petromyzon_marinus4,MYOSIN HEAD,-,55,13273865,13286630
lpar_petromyzon,Petromyzon_marinus4,IKBIP,+,55,13288442,13294604
lpar_petromyzon,Petromyzon_marinus4,TRPC1,+,55,13296135,13324194
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,THSD1,-,9,16795812,16803968
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,VPS36,-,9,16805991,16816972
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,CKAP2,+,9,16817528,16825119
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,NEK3,+,9,16826641,16836817
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,RBAK,+,9,16838217,16928445
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,GPR174/P2RY10-LIKE,-,9,16871932,16874938
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,LPAR6,-,9,16896076,16898487
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,RCBTB2,-,9,16928887,16946242
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,CYSLTR2,+,9,16966097,16972792
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,FNDC3A,+,9,16996544,17100743
gpr174/p2ry10-actinopterygii,Acipenser_ruthenus,MLNR,+,9,17110878,17118802
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,HTR3B,-,21,8611606,8620221
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,USP28,+,21,8621587,8642360
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,ZW10,+,21,8644630,8653146
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,DLAT,+,21,8654576,8666635
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,RB1,+,21,8667903,8692443
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,GPR174/P2RY10-LIKE,-,21,8676473,8679935
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,LPAR6,-,21,8680431,8683135
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,CYSLTR2,+,21,8691459,8704552
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,DUB,+,21,8706863,8721867
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,GUCA1D,+,21,8722917,8729343
gpr174/p2ry10-actinopterygii,Tachysurus_fulvidraco,ALG8,-,21,8729413,8738038
gpr174/p2ry10-actinopterygii,Labeo_rohita,HTR3B,-,21,15959717,15972035
gpr174/p2ry10-actinopterygii,Labeo_rohita,USP28,+,21,15972048,16011412
gpr174/p2ry10-actinopterygii,Labeo_rohita,ZW10,+,21,16012181,16025868
gpr174/p2ry10-actinopterygii,Labeo_rohita,DLAT,+,21,16026422,16039973
gpr174/p2ry10-actinopterygii,Labeo_rohita,RB1,+,21,16042624,16083977
gpr174/p2ry10-actinopterygii,Labeo_rohita,GPR174/P2RY10-LIKE,-,21,16058899,16095869
gpr174/p2ry10-actinopterygii,Labeo_rohita,LPAR6,-,21,16065937,16068396
gpr174/p2ry10-actinopterygii,Labeo_rohita,CYSLTR2,+,21,16084065,16090688
gpr174/p2ry10-actinopterygii,Labeo_rohita,DUB,+,21,16092782,16113800
gpr174/p2ry10-actinopterygii,Labeo_rohita,GUCA1B,+,21,16119827,16125436
gpr174/p2ry10-actinopterygii,Labeo_rohita,ALG8,-,21,16125447,16131764
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,GUCA1D,-,21,14231730,14235486
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,DUB,-,21,14242134,14256667
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,CYSLTR2,-,21,14256862,14262863
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,RB1,-,21,14263243,14300316
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,LPAR6,+,21,14280291,14282809
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,GPR174/P2RY10-LIKE,+,21,14284180,14287597
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,DLAT,-,21,14301096,14310512
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,ZW10,-,21,14311579,14320001
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,USP28,-,21,14324481,14343128
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,HTR3B,+,21,14345439,14351122
gpr174/p2ry10-actinopterygii,Ctenopharyngodon_idella,HTR3A,+,21,14354530,14364029
gpr174/p2ry10-actinopterygii,Carassius_gibelio,GUCA1C,-,A21,11425226,11431467
gpr174/p2ry10-actinopterygii,Carassius_gibelio,RCSD1,-,A21,11431604,11441769
gpr174/p2ry10-actinopterygii,Carassius_gibelio,HERPES HELICASE,-,A21,11447301,11461991
gpr174/p2ry10-actinopterygii,Carassius_gibelio,MYOSIN HEAD,-,A21,11470518,11482452
gpr174/p2ry10-actinopterygii,Carassius_gibelio,RBAK,+,A21,11506671,11532564
gpr174/p2ry10-actinopterygii,Carassius_gibelio,GPR174/P2RY10-LIKE,-,A21,11518130,11519730
gpr174/p2ry10-actinopterygii,Carassius_gibelio,LPAR6,-,A21,11521070,11525213
gpr174/p2ry10-actinopterygii,Carassius_gibelio,CYSLTR2,+,A21,11532712,11537753
gpr174/p2ry10-actinopterygii,Carassius_gibelio,CAPZIP,+,A21,11538111,11550275
gpr174/p2ry10-actinopterygii,Carassius_gibelio,GUCA1C,+,A21,11550412,11555843
gpr174/p2ry10-actinopterygii,Carassius_gibelio,MYOSIN HEAD,+,A21,11560231,11568483
gpr174/p2ry10-actinopterygii,Clupea_harengus,ALG8,+,8,23046945,23051947
gpr174/p2ry10-actinopterygii,Clupea_harengus,GUCA1D,-,8,23052694,23058581
gpr174/p2ry10-actinopterygii,Clupea_harengus,DUB,-,8,23077599,23086083
gpr174/p2ry10-actinopterygii,Clupea_harengus,RB1,-,8,23086408,23117662
gpr174/p2ry10-actinopterygii,Clupea_harengus,LPAR6,+,8,23100097,23101841
gpr174/p2ry10-actinopterygii,Clupea_harengus,GPR174/P2RY10-LIKE,+,8,23103319,23106223
gpr174/p2ry10-actinopterygii,Clupea_harengus,CCDC61,+,8,23117805,23129671
gpr174/p2ry10-actinopterygii,Clupea_harengus,ITPKCA,+,8,23130338,23136344
gpr174/p2ry10-actinopterygii,Clupea_harengus,SPAR,+,8,23143027,23149573
gpr174/p2ry10-actinopterygii,Clupea_harengus,MEIOB,-,8,23149678,23154652
gpr174/p2ry10-actinopterygii,Clupea_harengus,QPCTLB,+,8,23155397,23164628
gpr174/p2ry10-actinopterygii,Alosa_alosa,CCDC90B,-,2,37044577,37047586
gpr174/p2ry10-actinopterygii,Alosa_alosa,ALG8,+,2,37049226,37061480
gpr174/p2ry10-actinopterygii,Alosa_alosa,GUCA1D,-,2,37062784,37068208
gpr174/p2ry10-actinopterygii,Alosa_alosa,DUB,-,2,37074758,37086500
gpr174/p2ry10-actinopterygii,Alosa_alosa,RB1,-,2,37092122,37158922
gpr174/p2ry10-actinopterygii,Alosa_alosa,GPR174/P2RY10-LIKE,+,2,37124777,37132798
gpr174/p2ry10-actinopterygii,Alosa_alosa,LPAR6,+,2,37125505,37127174
gpr174/p2ry10-actinopterygii,Alosa_alosa,CCDC61,+,2,37159763,37174070
gpr174/p2ry10-actinopterygii,Alosa_alosa,ITPKCA,+,2,37175705,37214144
gpr174/p2ry10-actinopterygii,Alosa_alosa,DUF5711,-,2,37193136,37198576
gpr174/p2ry10-actinopterygii,Alosa_alosa,MEIOB,-,2,37214653,37224270
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,LHFPL16,+,5,17062380,17153016
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,NHLRC3,-,5,17182258,17190009
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,MYOSIN HEAD,+,5,17190686,17199614
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,NEK3,+,5,17200968,17213693
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,RB1,+,5,17214902,17296960
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,GPR174/P2RY10-LIKE,-,5,17248931,17253486
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,LPAR6,-,5,17270992,17273249
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,RCBTB2,-,5,17294376,17319583
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,CYSLTR2,+,5,17331373,17341887
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,MTUS2,-,5,17352101,17559070
gpr174/p2ry10-actinopterygii,Lepisosteus_oculatus,SLC7A1,-,5,17566076,17608101
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,ALG8,+,-,752495,757255
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,GUCA1C,-,-,760030,763513
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,CYSLTR2,-,-,786099,790078
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,RBAK,-,-,792250,820861
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,LPAR6,+,-,802056,804097
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,GPR174/P2RY10-LIKE,+,-,811074,812041
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,DLAT,-,-,821799,832791
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,ZW10,-,-,834939,843112
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,USP28,-,-,852539,873713
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,HTR3B,+,-,874991,880932
gpr174/p2ry10-actinopterygii,Sinocyclocheilus_grahami,HTR3A,+,-,883377,889265
gpr18,Homo_sapiens,RNF113B,-,13,98175784,98177268
gpr18,Homo_sapiens,STK24,-,13,98445184,98577106
gpr18,Homo_sapiens,SLC15A1,-,13,98683800,98752671
gpr18,Homo_sapiens,DOCK9,-,13,98793428,99088618
gpr18,Homo_sapiens,UBAC2,+,13,99200853,99386503
gpr18,Homo_sapiens,GPR18,-,13,99254738,99258378
gpr18,Homo_sapiens,GPR183,-,13,99294538,99307398
gpr18,Homo_sapiens,TM9SF2,+,13,99501471,99564047
gpr18,Homo_sapiens,CLYBL,+,13,99606689,99909443
gpr18,Homo_sapiens,ZIC5,-,13,99962963,99971908
gpr18,Homo_sapiens,ZIC2,+,13,99981783,99986764
gpr18,Gallus_gallus,CLYBL,-,1,144330750,144458949
gpr18,Gallus_gallus,TM9SF2,-,1,144497519,144524534
gpr18,Gallus_gallus,GPR183-LIKE,+,1,144554663,144560139
gpr18,Gallus_gallus,UBAC2,-,1,144561590,144658635
gpr18,Gallus_gallus,GPR183,+,1,144600648,144613047
gpr18,Gallus_gallus,GPR18,+,1,144638372,144643630
gpr18,Gallus_gallus,DOCK9,+,1,144687955,144806891
gpr18,Gallus_gallus,SLC15A1,+,1,144821064,144845172
gpr18,Gallus_gallus,STK24,+,1,144857022,144912752
gpr18,Gallus_gallus,DUF6475,-,1,144884887,144886744
gpr18,Gallus_gallus,FARP1,-,1,144915696,145114018
gpr18,Chelonia_mydas,FARP1,+,1,97030205,97359246
gpr18,Chelonia_mydas,STK24,-,1,97371302,97494897
gpr18,Chelonia_mydas,SLC15A1,-,1,97509137,97553079
gpr18,Chelonia_mydas,DOCK9,-,1,97610109,97932548
gpr18,Chelonia_mydas,UBAC2,+,1,97997914,98160578
gpr18,Chelonia_mydas,GPR18,-,1,98034004,98039386
gpr18,Chelonia_mydas,GPR183,-,1,98077020,98091891
gpr18,Chelonia_mydas,GPR183-LIKE,-,1,98174981,98182428
gpr18,Chelonia_mydas,TM9SF2,+,1,98264498,98328257
gpr18,Chelonia_mydas,CLYBL,+,1,98346244,98568354
gpr18,Chelonia_mydas,ZIC5,-,1,98608995,98617271
gpr18,Xenopus_tropicalis,CLYBL,-,2,120826520,121005383
gpr18,Xenopus_tropicalis,TM9SF2,-,2,121009062,121032563
gpr18,Xenopus_tropicalis,GPR183,+,2,121061060,121063245
gpr18,Xenopus_tropicalis,UBAC2,-,2,121075938,121154640
gpr18,Xenopus_tropicalis,GPR183,+,2,121100976,121115690
gpr18,Xenopus_tropicalis,GPR18,+,2,121132838,121144463
gpr18,Xenopus_tropicalis,DOCK9,+,2,121171409,121322169
gpr18,Xenopus_tropicalis,SLC15A1,+,2,121326173,121355996
gpr18,Xenopus_tropicalis,STK24,+,2,121372827,121403903
gpr18,Xenopus_tropicalis,FARP1,-,2,121411875,121521376
gpr18,Xenopus_tropicalis,IPO5,-,2,121530082,121556579
gpr18,Protopterus_annectens,SLC15A1,-,5.part0,1460390482,1460812664
gpr18,Protopterus_annectens,DOCK9,-,5.part0,1461315462,1463824147
gpr18,Protopterus_annectens,RELT,+,5.part0,1465209713,1465394525
gpr18,Protopterus_annectens,STK24,-,5.part0,1471239181,1472528059
gpr18,Protopterus_annectens,ARHGEF17,-,5.part0,1473031187,1475210422
gpr18,Protopterus_annectens,GPR18,-,5.part0,1475870156,1476043085
gpr18,Protopterus_annectens,FARP1,-,5.part0,1476503483,1479037639
gpr18,Protopterus_annectens,IPO5,-,5.part0,1479379390,1480784574
gpr18,Protopterus_annectens,FZD4,-,5.part0,1481223936,1481233698
gpr18,Protopterus_annectens,TMEM135,+,5.part0,1482210811,1484881007
gpr18,Protopterus_annectens,RPL9,-,5.part0,1485231462,1485232046
gpr18,Latimeria_chalumnae,NMRK2,+,4,123043865,123044783
gpr18,Latimeria_chalumnae,TM9SF2,-,4,123097634,123196296
gpr18,Latimeria_chalumnae,GPR183-LIKE,+,4,123315361,123316455
gpr18,Latimeria_chalumnae,UBAC2,-,4,123481783,123775052
gpr18,Latimeria_chalumnae,GPR183,+,4,123625017,123666871
gpr18,Latimeria_chalumnae,GPR18,+,4,123760000,123761106
gpr18,Latimeria_chalumnae,DOCK9B,+,4,123828499,124203667
gpr18,Latimeria_chalumnae,SLC15A1,+,4,124221399,124276404
gpr18,Latimeria_chalumnae,STK24,+,4,124307422,124546028
gpr18,Latimeria_chalumnae,FARP1,-,4,124561188,124888650
gpr18,Latimeria_chalumnae,KPNB3,-,4,124917584,124978878
gpr18,Danio_rerio,COMMD6,+,9,32255223,32259694
gpr18,Danio_rerio,TBC1D4,+,9,32262238,32320485
gpr18,Danio_rerio,KLF12B,+,9,32365716,32470369
gpr18,Danio_rerio,KLF5B,-,9,32476895,32486633
gpr18,Danio_rerio,DACHD,+,9,32498820,32744325
gpr18,Danio_rerio,GPR18,-,9,32767390,32772509
gpr18,Danio_rerio,GPR183,-,9,32784566,32787496
gpr18,Danio_rerio,7TM_1,-,9,32813316,32815441
gpr18,Danio_rerio,TY3B,+,9,32837689,32843341
gpr18,Danio_rerio,CLYBL,+,9,32846922,32938585
gpr18,Danio_rerio,ZIC5,-,9,32953558,32957498
gpr18,Scyliorhinus_canicula,FARP1,+,14,154200391,154479805
gpr18,Scyliorhinus_canicula,STK24,-,14,154487922,154550338
gpr18,Scyliorhinus_canicula,SLC15A1,-,14,154570387,154622109
gpr18,Scyliorhinus_canicula,DOCK9B,-,14,154655275,155011755
gpr18,Scyliorhinus_canicula,UBAC2,+,14,155066607,155313749
gpr18,Scyliorhinus_canicula,GPR18,-,14,155080776,155135382
gpr18,Scyliorhinus_canicula,GPR183,-,14,155167192,155186018
gpr18,Scyliorhinus_canicula,GPR183-LIKE,-,14,155369241,155386800
gpr18,Scyliorhinus_canicula,TM9SF2,+,14,155455534,155500799
gpr18,Scyliorhinus_canicula,CLYBL,+,14,155508310,155657564
gpr18,Scyliorhinus_canicula,ZIC5,-,14,155760303,155767037
gpr18,Petromyzon_marinus,COL4A6,-,47,6271168,6457758
gpr18,Petromyzon_marinus,DUF6475,+,47,6458057,6598903
gpr18,Petromyzon_marinus,IRS1B,+,47,6655610,6731424
gpr18,Petromyzon_marinus,MYOSIN HEAD,-,47,6810061,6887289
gpr18,Petromyzon_marinus,PLSCR2,-,47,6912727,6926024
gpr18,Petromyzon_marinus,GPR18,-,47,6930909,6942358
gpr18,Petromyzon_marinus,TM9SF2,+,47,6948751,6995795
gpr18,Petromyzon_marinus,ZIC4,-,47,7176175,7215903
gpr18,Petromyzon_marinus,ZIC1,+,47,7271159,7286989
gpr18,Petromyzon_marinus,P2RY1,-,47,7622128,7633701
gpr18,Petromyzon_marinus,P2RY1,-,47,7646372,7655452
gpr55,Homo_sapiens,SP140L,+,2,230327192,230403731
gpr55,Homo_sapiens,SP100,+,2,230416200,230545605
gpr55,Homo_sapiens,FMNL1,-,2,230690064,230713325
gpr55,Homo_sapiens,CAB39,+,2,230712841,230821074
gpr55,Homo_sapiens,ITM2C,+,2,230864184,230879253
gpr55,Homo_sapiens,GPR55,-,2,230907327,230961200
gpr55,Homo_sapiens,SPATA3,+,2,230996120,231020108
gpr55,Homo_sapiens,C2ORF72,+,2,231037522,231049718
gpr55,Homo_sapiens,PSMD1,+,2,231056866,231172826
gpr55,Homo_sapiens,HTR2B,-,2,231108229,231125041
gpr55,Homo_sapiens,ARMC9,+,2,231198630,231376847
gpr55,Ornithorhynchus_anatinus,HES6,-,1,119717575,119720322
gpr55,Ornithorhynchus_anatinus,HES6,-,1,119798495,119802511
gpr55,Ornithorhynchus_anatinus,CAB39,+,1,119931014,120011046
gpr55,Ornithorhynchus_anatinus,ITM2C,+,1,120106088,120199224
gpr55,Ornithorhynchus_anatinus,GPR55-LIKE,-,1,120323925,120332652
gpr55,Ornithorhynchus_anatinus,GPR55,-,1,120439042,120443688
gpr55,Ornithorhynchus_anatinus,GPR35,-,1,120575386,120579054
gpr55,Ornithorhynchus_anatinus,GPR35-LIKE (TRUNCATED),-,1,120613872,120614922
gpr55,Ornithorhynchus_anatinus,GPR35,-,1,120620611,120621579
gpr55,Ornithorhynchus_anatinus,GPR35,-,1,120656337,120659831
gpr55,Ornithorhynchus_anatinus,GPR35,-,1,120667458,120669180
gpr55,Gallus_gallus,OTOS,+,9,4877647,4880286
gpr55,Gallus_gallus,COPS9,+,9,4880793,4883645
gpr55,Gallus_gallus,ADIPOQ,-,9,4885999,4890654
gpr55,Gallus_gallus,ST6GAL1,+,9,4900524,4931632
gpr55,Gallus_gallus,GPR35,+,9,4981328,4993190
gpr55,Gallus_gallus,GPR55,+,9,5010953,5017119
gpr55,Gallus_gallus,GPR55-LIKE,+,9,5034348,5037798
gpr55,Gallus_gallus,ITM2C,-,9,5046217,5077004
gpr55,Gallus_gallus,CAB39,-,9,5076614,5147763
gpr55,Gallus_gallus,HES6,+,9,5123333,5125987
gpr55,Gallus_gallus,MTIF2,+,9,5137041,5148518
gpr55,Chelonia_mydas,CAB39,+,9,41819506,41887222
gpr55,Chelonia_mydas,ITM2C,+,9,41941219,41984229
gpr55,Chelonia_mydas,GPR55-LIKE,-,9,42013160,42015723
gpr55,Chelonia_mydas,GPR55-LIKE,-,9,42019133,42021708
gpr55,Chelonia_mydas,GPR55-LIKE,-,9,42025318,42028392
gpr55,Chelonia_mydas,GPR55,-,9,42049222,42056438
gpr55,Chelonia_mydas,GPR35,-,9,42109033,42112940
gpr55,Chelonia_mydas,GPR35,-,9,42126201,42130962
gpr55,Chelonia_mydas,GPR35,-,9,42134963,42142041
gpr55,Chelonia_mydas,OPN3,+,9,42238449,42254842
gpr55,Chelonia_mydas,ST6GAL1,-,9,42324795,42581039
gpr55,Xenopus_laevis,ADIPOQ,-,5S,115020164,115023840
gpr55,Xenopus_laevis,ST6GAL1,+,5S,115055125,115089035
gpr55,Xenopus_laevis,TMTOPN3,-,5S,115177359,115259335
gpr55,Xenopus_laevis,GPR35,+,5S,115359461,115375636
gpr55,Xenopus_laevis,GPR35,+,5S,115388876,115393454
gpr55,Xenopus_laevis,GPR55,+,5S,115440008,115441680
gpr55,Xenopus_laevis,CAB39,-,5S,115476694,115496418
gpr55,Xenopus_laevis,HES6,-,5S,115540024,115544876
gpr55,Xenopus_laevis,HES6.2,-,5S,115574268,115578350
gpr55,Xenopus_laevis,VAMP1,-,5S,115597474,115609293
